Hour,Minute,Day,Capacity (MW)
20,60,23,352.0750359
21,15,23,371.9057951
21,30,23,347.4568417
21,45,23,376.6377409
21,60,23,378.734598
22,15,23,382.6987417
22,30,23,365.3805414
22,45,23,375.847262
22,60,23,395.2311497
23,15,23,366.5825005
23,30,23,362.8029393
23,45,23,394.7305395
23,60,23,324.6458849
24,15,23,358.240635
24,30,23,405.5002803
24,45,23,357.9972966
24,60,23,356.5424226
1,15,24,345.6377291
1,30,24,378.6955975
1,45,24,331.1752751
1,60,24,352.6289018
2,15,24,374.9963823
2,30,24,365.6913797
2,45,24,375.9286468
2,60,24,367.7848364
3,15,24,376.8608058
3,30,24,344.6400015
3,45,24,369.285049
3,60,24,340.070297
4,15,24,378.5373252
4,30,24,360.6309706
4,45,24,376.4426606
4,60,24,356.9166593
5,15,24,371.0948925
5,30,24,382.9701582
5,45,24,333.3073221
5,60,24,335.1458554
6,15,24,335.7193377
6,30,24,379.6064529
6,45,24,372.3479154
6,60,24,354.2157947
7,15,24,390.2543834
7,30,24,367.970702
7,45,24,339.7387337
7,60,24,349.0315879
8,15,24,343.0387237
8,30,24,381.3464909
8,45,24,355.8746604
8,60,24,346.5311475
9,15,24,356.2677043
9,30,24,352.0226323
9,45,24,379.6781112
9,60,24,373.5289114
10,15,24,370.6639796
10,30,24,372.5212562
10,45,24,366.418498
10,60,24,350.1822726
11,15,24,374.581129
11,30,24,352.2731304
11,45,24,348.1679144
11,60,24,348.1321199
12,15,24,379.9495795
12,30,24,381.7748117
12,45,24,336.9230287
12,60,24,363.2906692
13,15,24,369.8392864
13,30,24,355.7230037
13,45,24,378.1722395
13,60,24,369.880011
14,15,24,363.2131127
14,30,24,356.590184
14,45,24,376.797779
14,60,24,379.6179991
15,15,24,373.3975586
15,30,24,361.7897735
15,45,24,380.7915319
15,60,24,350.8693518
16,15,24,368.0794927
16,30,24,388.5742158
16,45,24,362.6096313
16,60,24,351.9014065
17,15,24,397.5290809
17,30,24,361.6728944
17,45,24,372.9443056
17,60,24,352.55988
18,15,24,370.4231664
18,30,24,373.3600862
18,45,24,365.7896735
18,60,24,371.0530992
19,15,24,385.4340845
19,30,24,342.7296238
19,45,24,369.0800754
19,60,24,333.1191249
20,15,24,366.1800542
20,30,24,397.3175372
20,45,24,381.1214092
20,60,24,365.6016467
21,15,24,360.1779842
21,30,24,374.3627109
21,45,24,383.0164464
21,60,24,365.9563039
22,15,24,392.1486419
22,30,24,352.3594543
22,45,24,333.0116831
22,60,24,353.4671066
23,15,24,362.4523932
23,30,24,359.6129175
23,45,24,351.8435341
23,60,24,387.6055868
24,15,24,339.2558865
24,30,24,357.663946
24,45,24,349.8475333
24,60,24,357.9538533
1,15,25,354.8098982
1,30,25,373.5459936
1,45,25,348.6728784
1,60,25,352.2808107
2,15,25,367.3704917
2,30,25,383.4597941
2,45,25,335.3563891
2,60,25,395.1769531
3,15,25,351.3360126
3,30,25,376.3183847
3,45,25,382.8963796
3,60,25,387.3740386
4,15,25,357.2458337
4,30,25,366.1130357
4,45,25,363.0570543
4,60,25,355.800328
5,15,25,370.1628888
5,30,25,371.5859927
5,45,25,359.9476014
5,60,25,367.881732
6,15,25,409.4815337
6,30,25,365.5911433
6,45,25,377.3426591
6,60,25,358.1432306
7,15,25,357.0736388
7,30,25,360.0544657
7,45,25,374.9568108
7,60,25,352.5938042
8,15,25,335.3822611
8,30,25,366.5861462
8,45,25,358.5708829
8,60,25,370.2987223
9,15,25,367.0999984
9,30,25,377.650679
9,45,25,380.4603282
9,60,25,344.0143011
10,15,25,340.7576446
10,30,25,373.9398337
10,45,25,370.7306276
10,60,25,350.3409432
11,15,25,385.9712728
11,30,25,366.255405
11,45,25,367.7378134
11,60,25,370.1993876
12,15,25,378.0606943
12,30,25,390.6710242
12,45,25,361.4264568
12,60,25,337.383711
13,15,25,382.3054106
13,30,25,350.5279601
13,45,25,386.0740463
13,60,25,356.06507
14,15,25,390.130556
14,30,25,352.5211386
14,45,25,347.5017535
14,60,25,381.3801007
15,15,25,343.4018455
15,30,25,376.8561758
15,45,25,372.8821727
15,60,25,363.3697103
16,15,25,360.1241129
16,30,25,399.4013601
16,45,25,359.5838615
16,60,25,362.6013737
17,15,25,350.3479504
17,30,25,352.3986211
17,45,25,356.161161
17,60,25,393.6999303
18,15,25,359.3238276
18,30,25,354.41863
18,45,25,358.3776271
18,60,25,377.4093409
19,15,25,344.1764795
19,30,25,375.9809887
19,45,25,343.9217034
19,60,25,363.5730158
20,15,25,335.8087097
20,30,25,374.4880508
20,45,25,377.0571954
20,60,25,354.4598105
21,15,25,370.9137151
21,30,25,368.3807291
21,45,25,384.6897274
21,60,25,367.8167125
22,15,25,382.7309296
22,30,25,363.8034564
22,45,25,355.1023796
22,60,25,365.0932477
23,15,25,362.4520527
23,30,25,380.1479358
23,45,25,364.7959216
23,60,25,351.9439197
24,15,25,363.1802064
24,30,25,385.1722948
24,45,25,358.9229678
24,60,25,354.9334436
1,15,26,381.8229272
1,30,26,367.3720941
1,45,26,359.7775057
1,60,26,353.6203884
2,15,26,341.4899797
2,30,26,368.2256955
2,45,26,360.525424
2,60,26,370.9356918
3,15,26,341.8713324
3,30,26,387.3534308
3,45,26,373.6905285
3,60,26,340.0693283
4,15,26,383.0190661
4,30,26,356.0963515
4,45,26,370.6623679
4,60,26,369.3075993
5,15,26,351.338848
5,30,26,318.8738859
5,45,26,374.4820402
5,60,26,360.1158492
6,15,26,355.9280505
6,30,26,372.572601
6,45,26,354.4249266
6,60,26,376.7023973
7,15,26,368.1851914
7,30,26,349.4871099
7,45,26,379.4139062
7,60,26,373.4827118
8,15,26,386.212955
8,30,26,351.1027671
8,45,26,351.0593609
8,60,26,370.8441454
9,15,26,376.6343328
9,30,26,379.271268
9,45,26,365.8215569
9,60,26,361.8534447
10,15,26,376.4016813
10,30,26,397.8743972
10,45,26,380.1956429
10,60,26,367.09887
11,15,26,356.3102048
11,30,26,373.8959178
11,45,26,357.7902096
11,60,26,369.6183551
12,15,26,378.4549229
12,30,26,380.8453479
12,45,26,375.3428177
12,60,26,388.2717841
13,15,26,396.0192247
13,30,26,334.6502278
13,45,26,336.59794
13,60,26,350.611363
14,15,26,333.0089336
14,30,26,359.8692721
14,45,26,360.2081196
14,60,26,369.8144737
15,15,26,370.3994703
15,30,26,354.4824205
15,45,26,352.4010418
15,60,26,378.7029999
16,15,26,359.4625562
16,30,26,343.2683877
16,45,26,365.883733
16,60,26,369.0566416
17,15,26,358.9865125
17,30,26,376.5774965
17,45,26,369.4110536
17,60,26,362.2307582
18,15,26,364.9941541
18,30,26,373.2154364
18,45,26,358.4889975
18,60,26,348.4455222
19,15,26,363.1680857
19,30,26,367.8291505
19,45,26,374.0543417
19,60,26,365.2218778
20,15,26,358.2279358
20,30,26,375.4770142
20,45,26,363.8565393
20,60,26,378.9259897
21,15,26,364.2449292
21,30,26,365.6119979
21,45,26,364.2112408
21,60,26,350.6343293
22,15,26,350.5408034
22,30,26,349.9798176
22,45,26,394.9326645
22,60,26,362.4379063
23,15,26,381.1095388
23,30,26,371.4306892
23,45,26,396.1514185
23,60,26,380.8911682
24,15,26,345.6296019
24,30,26,360.3580953
24,45,26,380.3112516
24,60,26,370.4325979
1,15,27,402.7962492
1,30,27,364.9310353
1,45,27,340.3109852
1,60,27,372.9846438
2,15,27,350.788525
2,30,27,366.5242452
2,45,27,383.362611
2,60,27,370.7598863
3,15,27,370.6200829
3,30,27,362.4865339
3,45,27,363.3180648
3,60,27,364.0277299
4,15,27,319.8956655
4,30,27,372.1529146
4,45,27,381.9253459
4,60,27,344.4727493
5,15,27,340.8003779
5,30,27,375.8809551
5,45,27,341.0368553
5,60,27,338.223187
6,15,27,378.6305404
6,30,27,355.0043978
6,45,27,386.0940623
6,60,27,344.5606315
7,15,27,355.65805
7,30,27,369.6715506
7,45,27,374.7078456
7,60,27,373.3701738
8,15,27,368.8491511
8,30,27,361.9530929
8,45,27,356.2332203
8,60,27,373.5804769
9,15,27,359.3825497
9,30,27,372.6168464
9,45,27,383.5207449
9,60,27,328.8934368
10,15,27,395.2543399
10,30,27,355.3681716
10,45,27,387.2654209
10,60,27,391.114562
11,15,27,341.6689743
11,30,27,368.6114809
11,45,27,422.4576748
11,60,27,362.2015605
12,15,27,373.6754456
12,30,27,371.1315894
12,45,27,386.4705571
12,60,27,383.5667175
13,15,27,350.2216035
13,30,27,358.536769
13,45,27,371.3335224
13,60,27,364.7589366
14,15,27,407.2125356
14,30,27,372.8956258
14,45,27,372.877165
14,60,27,352.002244
15,15,27,344.3111822
15,30,27,378.7151163
15,45,27,362.4857918
15,60,27,376.3416316
16,15,27,352.1037662
16,30,27,380.381768
16,45,27,336.0282273
16,60,27,391.3616081
17,15,27,379.5722159
17,30,27,367.5182347
17,45,27,346.707768
17,60,27,359.2073405
18,15,27,369.8777979
18,30,27,385.4865131
18,45,27,348.7959238
18,60,27,386.9165524
19,15,27,411.0291741
19,30,27,357.6061672
19,45,27,373.3886916
19,60,27,354.95505
20,15,27,337.6084099
20,30,27,389.7873977
20,45,27,377.078027
20,60,27,357.3548903
21,15,27,367.5711515
21,30,27,361.953057
21,45,27,341.7864334
21,60,27,318.5311574
22,15,27,364.9379553
22,30,27,358.1444324
22,45,27,356.2753067
22,60,27,351.866498
23,15,27,335.9668546
23,30,27,357.1742698
23,45,27,368.3577053
23,60,27,348.333156
24,15,27,373.0895825
24,30,27,361.2492955
24,45,27,364.0541923
24,60,27,342.3205356
1,15,28,353.2016175
1,30,28,372.4289516
1,45,28,352.7838009
1,60,28,368.3609998
2,15,28,398.0932884
2,30,28,378.7335114
2,45,28,382.6966934
2,60,28,404.3536015
3,15,28,384.9562178
3,30,28,372.2260108
3,45,28,397.6569415
3,60,28,350.9057753
4,15,28,354.5481686
4,30,28,398.7544331
4,45,28,373.1525978
4,60,28,365.0257546
5,15,28,373.2151988
5,30,28,361.3909605
5,45,28,360.9352031
5,60,28,359.3831144
6,15,28,356.6461357
6,30,28,350.2661738
6,45,28,364.7352853
6,60,28,356.3074103
7,15,28,389.3181713
7,30,28,369.5705726
7,45,28,382.4349341
7,60,28,363.4259742
8,15,28,364.3800084
8,30,28,386.3124993
8,45,28,389.7549016
8,60,28,366.2542418
9,15,28,393.4208672
9,30,28,373.5026765
9,45,28,371.7478397
9,60,28,401.5980519
10,15,28,390.8541652
10,30,28,380.5668497
10,45,28,372.2999894
10,60,28,356.9016866
11,15,28,363.8289225
11,30,28,395.5411409
11,45,28,332.622936
11,60,28,355.287679
12,15,28,362.6242912
12,30,28,368.1422624
12,45,28,336.5128837
12,60,28,374.3758358
13,15,28,377.6607106
13,30,28,350.3249913
13,45,28,361.4704726
13,60,28,345.8492711
14,15,28,392.308878
14,30,28,371.8293981
14,45,28,361.6079013
14,60,28,350.5652869
15,15,28,367.3300696
15,30,28,393.286661
15,45,28,370.2209964
15,60,28,371.4983471
16,15,28,346.064852
16,30,28,368.4345264
16,45,28,378.4207681
16,60,28,343.1009025
17,15,28,384.1849276
17,30,28,406.074246
17,45,28,340.2118951
17,60,28,331.8839752
18,15,28,364.5265598
18,30,28,378.1416543
18,45,28,364.3781579
18,60,28,363.1207922
19,15,28,365.8213729
19,30,28,348.2873703
19,45,28,338.8041102
19,60,28,391.6049707
20,15,28,370.5050935
20,30,28,346.2738476
20,45,28,383.3280844
20,60,28,344.4770269
21,15,28,363.7216213
21,30,28,377.8414301
21,45,28,351.9524525
21,60,28,359.9941629
22,15,28,366.2000751
22,30,28,397.6753535
22,45,28,373.2292152
22,60,28,359.1782637
23,15,28,362.0254534
23,30,28,361.1267682
23,45,28,387.1060811
23,60,28,361.059779
24,15,28,352.7546993
24,30,28,369.6539312
24,45,28,364.1656452
24,60,28,378.7002517
1,15,29,381.4210251
1,30,29,383.5108731
1,45,29,376.3091519
1,60,29,376.0698463
2,15,29,396.8716334
2,30,29,346.725382
2,45,29,360.0295474
2,60,29,337.9667916
3,15,29,380.7653498
3,30,29,366.067466
3,45,29,360.8147987
3,60,29,337.5419706
4,15,29,368.7177797
4,30,29,361.4631823
4,45,29,343.5371049
4,60,29,346.7676745
5,15,29,353.2412833
5,30,29,361.6175958
5,45,29,338.7247483
5,60,29,362.7358136
6,15,29,375.7938
6,30,29,359.5488422
6,45,29,354.2881626
6,60,29,370.6934842
7,15,29,383.7396783
7,30,29,358.4040275
7,45,29,358.0749205
7,60,29,342.210616
8,15,29,349.7097873
8,30,29,375.6334946
8,45,29,363.8544754
8,60,29,378.2308726
9,15,29,376.6812213
9,30,29,371.866579
9,45,29,378.2651066
9,60,29,390.6542341
10,15,29,375.1576121
10,30,29,372.6881783
10,45,29,365.01222
10,60,29,345.3791545
11,15,29,357.4489411
11,30,29,371.049186
11,45,29,347.5209994
11,60,29,373.3791774
12,15,29,370.9961728
12,30,29,367.3523509
12,45,29,370.6494841
12,60,29,366.1049929
13,15,29,365.353964
13,30,29,365.5716327
13,45,29,380.9301805
13,60,29,364.2346231
14,15,29,322.4794435
14,30,29,357.7567246
14,45,29,368.9230227
14,60,29,381.4256525
15,15,29,388.3109101
15,30,29,350.3032402
15,45,29,378.1704109
15,60,29,369.6097577
16,15,29,362.3039265
16,30,29,366.1199807
16,45,29,365.2551486
16,60,29,368.0126789
17,15,29,369.6042858
17,30,29,354.7217474
17,45,29,348.6083497
17,60,29,381.5245999
18,15,29,362.1175858
18,30,29,388.870952
18,45,29,350.5860644
18,60,29,355.9889148
19,15,29,388.9812791
19,30,29,388.7575372
19,45,29,348.8702576
19,60,29,369.0956052
20,15,29,387.6689921
20,30,29,387.5315703
20,45,29,344.6812737
20,60,29,392.2078133
21,15,29,376.5461085
21,30,29,369.4366613
21,45,29,362.0223187
21,60,29,349.9016874
22,15,29,367.2704424
22,30,29,361.512289
22,45,29,403.5318511
22,60,29,368.8262777
23,15,29,362.8763766
23,30,29,365.4853482
23,45,29,355.6844738
23,60,29,399.6303651
24,15,29,376.1430843
24,30,29,366.9410137
24,45,29,384.102884
24,60,29,365.1726957
1,15,30,364.1148701
1,30,30,356.6031323
1,45,30,355.6392813
1,60,30,391.981536
2,15,30,378.2952703
2,30,30,367.138101
2,45,30,393.6153591
2,60,30,366.1018862
3,15,30,370.463001
3,30,30,342.47125
3,45,30,373.4952281
3,60,30,342.0223874
4,15,30,349.5368565
4,30,30,381.2563428
4,45,30,371.4645365
4,60,30,351.4357507
5,15,30,359.1976582
5,30,30,369.9128554
5,45,30,369.3168167
5,60,30,337.6987177
6,15,30,345.9767867
6,30,30,336.6924035
6,45,30,364.5283118
6,60,30,337.5403499
7,15,30,377.2047957
7,30,30,349.2554889
7,45,30,347.6027929
7,60,30,395.0264656
8,15,30,401.1132286
8,30,30,352.303427
8,45,30,365.1084982
8,60,30,397.8493754
9,15,30,356.8708395
9,30,30,393.8305371
9,45,30,379.1352616
9,60,30,366.623876
10,15,30,359.9343383
10,30,30,393.4318538
10,45,30,377.3548951
10,60,30,355.3566544
11,15,30,372.143931
11,30,30,351.3427692
11,45,30,368.1532367
11,60,30,390.7918444
12,15,30,374.4213479
12,30,30,353.2792493
12,45,30,371.4115004
12,60,30,354.2919698
13,15,30,398.7711828
13,30,30,336.3521386
13,45,30,354.9188614
13,60,30,378.3436911
14,15,30,352.2860163
14,30,30,366.0078295
14,45,30,376.4297416
14,60,30,386.3035288
15,15,30,350.5387006
15,30,30,362.9341026
15,45,30,357.9937214
15,60,30,363.8449978
16,15,30,371.7635004
16,30,30,355.5882679
16,45,30,378.8128846
16,60,30,372.7000144
17,15,30,357.9829455
17,30,30,370.2323306
17,45,30,381.8267976
17,60,30,381.9721687
18,15,30,376.6535833
18,30,30,364.6509758
18,45,30,355.5639854
18,60,30,369.3835869
19,15,30,358.0843505
19,30,30,360.2787378
19,45,30,380.8542184
19,60,30,389.4028078
20,15,30,375.4687716
20,30,30,399.327039
20,45,30,340.6811719
20,60,30,366.0863956
21,15,30,367.2748123
21,30,30,392.1447961
21,45,30,373.9208418
21,60,30,360.4137357
22,15,30,374.7875259
22,30,30,376.2317994
22,45,30,368.7045731
22,60,30,332.5252117
23,15,30,382.462835
23,30,30,308.5584604
23,45,30,367.5073453
23,60,30,340.3197037
24,15,30,359.9018344
24,30,30,388.609386
24,45,30,357.309415
24,60,30,397.0992308
1,15,31,378.4575809
1,30,31,361.6805298
1,45,31,350.9241868
1,60,31,357.59708
2,15,31,371.8454796
2,30,31,326.9093895
2,45,31,375.7835651
2,60,31,370.2898418
3,15,31,379.1198215
3,30,31,399.2326821
3,45,31,360.415305
3,60,31,349.6635227
4,15,31,385.0256114
4,30,31,380.3593197
4,45,31,363.3752257
4,60,31,355.9998874
5,15,31,369.7897745
5,30,31,347.220463
5,45,31,366.7969688
5,60,31,355.2721744
6,15,31,352.3029338
6,30,31,381.5603991
6,45,31,366.2118133
6,60,31,387.8324501
7,15,31,347.9310533
7,30,31,369.6481387
7,45,31,348.5890125
7,60,31,375.8434078
8,15,31,387.07841
8,30,31,382.469549
8,45,31,331.0861893
8,60,31,376.8749016
9,15,31,365.8575708
9,30,31,371.1870544
9,45,31,356.7538531
9,60,31,338.6883863
10,15,31,380.330026
10,30,31,357.4145006
10,45,31,360.3163189
10,60,31,368.4709517
11,15,31,407.2414343
11,30,31,403.2616684
11,45,31,344.1285208
11,60,31,357.9534144
12,15,31,381.8784432
12,30,31,331.7795573
12,45,31,386.0797076
12,60,31,360.5545281
13,15,31,388.6214428
13,30,31,351.3113416
13,45,31,350.6141259
13,60,31,403.6017754
14,15,31,375.3407762
14,30,31,360.6441038
14,45,31,348.8053769
14,60,31,383.7768515
15,15,31,371.3153232
15,30,31,328.6534309
15,45,31,350.9282112
15,60,31,414.3343739
16,15,31,365.5223857
16,30,31,332.9825454
16,45,31,351.1781894
16,60,31,358.8411978
17,15,31,377.0852477
17,30,31,363.0507384
17,45,31,367.3778096
17,60,31,365.422657
18,15,31,349.9944455
18,30,31,384.9138284
18,45,31,359.7354862
18,60,31,358.1289677
19,15,31,368.9069793
19,30,31,364.6190858
19,45,31,357.1775517
19,60,31,367.7956231
20,15,31,400.3051124
20,30,31,374.5757715
20,45,31,354.9912541
20,60,31,351.4808147
21,15,31,361.8042415
21,30,31,339.9160876
21,45,31,395.6025476
21,60,31,369.0588586
22,15,31,346.6702109
22,30,31,367.6893827
22,45,31,342.0846042
22,60,31,375.2480048
23,15,31,362.7444103
23,30,31,366.4027001
23,45,31,371.6383527
23,60,31,379.6903084
24,15,31,352.4590321
24,30,31,341.6993806
24,45,31,364.0142186
24,60,31,352.2439078
1,15,32,372.6719458
1,30,32,335.3538168
1,45,32,379.7698742
1,60,32,370.7306641
2,15,32,347.5187341
2,30,32,360.5217694
2,45,32,379.4308116
2,60,32,405.4362371
3,15,32,359.9676658
3,30,32,388.3377153
3,45,32,351.6260701
3,60,32,369.1017971
4,15,32,362.3182702
4,30,32,371.2850077
4,45,32,357.5609042
4,60,32,342.4467693
5,15,32,361.2824271
5,30,32,372.9122851
5,45,32,357.4294265
5,60,32,362.6972194
6,15,32,372.2957238
6,30,32,374.5421663
6,45,32,353.706079
6,60,32,361.3217505
7,15,32,379.9666963
7,30,32,371.1295497
7,45,32,343.6499314
7,60,32,391.0536611
8,15,32,355.6206565
8,30,32,354.2793933
8,45,32,342.4107485
8,60,32,363.9203183
9,15,32,364.0336028
9,30,32,360.4321292
9,45,32,351.9709545
9,60,32,338.53178
10,15,32,415.0294052
10,30,32,390.2837584
10,45,32,359.8383071
10,60,32,363.8344254
11,15,32,371.5902118
11,30,32,365.5163115
11,45,32,356.3782107
11,60,32,381.0051492
12,15,32,347.0807541
12,30,32,397.7549892
12,45,32,336.8509336
12,60,32,360.422017
13,15,32,379.9993342
13,30,32,367.6452749
13,45,32,341.109993
13,60,32,380.8054425
14,15,32,368.3873192
14,30,32,352.3788384
14,45,32,372.3237342
14,60,32,378.0932968
15,15,32,401.4742776
15,30,32,364.1797798
15,45,32,360.8988463
15,60,32,357.4513324
16,15,32,334.1700262
16,30,32,374.2500015
16,45,32,332.0842891
16,60,32,361.2977599
17,15,32,361.2127252
17,30,32,379.5500196
17,45,32,320.3507599
17,60,32,380.7438863
18,15,32,357.2148064
18,30,32,344.5483908
18,45,32,365.5722848
18,60,32,369.5349834
19,15,32,358.7709164
19,30,32,341.6601252
19,45,32,385.4641006
19,60,32,368.9454922
20,15,32,354.1434476
20,30,32,385.626932
20,45,32,371.7255798
20,60,32,344.9657702
21,15,32,375.8815897
21,30,32,336.3234083
21,45,32,348.3981678
21,60,32,368.1957832
22,15,32,372.4473928
22,30,32,366.8690488
22,45,32,334.0713545
22,60,32,379.1174794
23,15,32,386.3699639
23,30,32,384.8244027
23,45,32,356.378698
23,60,32,359.2668968
24,15,32,349.0596051
24,30,32,369.8108701
24,45,32,369.8422831
24,60,32,353.0858903
1,15,33,380.7679592
1,30,33,379.6648191
1,45,33,376.4721557
1,60,33,353.3807887
2,15,33,343.8037251
2,30,33,376.3919246
2,45,33,389.405937
2,60,33,344.5956378
3,15,33,329.5669428
3,30,33,389.2240899
3,45,33,364.705426
3,60,33,384.9956917
4,15,33,381.8478546
4,30,33,345.7668717
4,45,33,358.6451524
4,60,33,352.047011
5,15,33,368.6563633
5,30,33,384.8073707
5,45,33,366.6314899
5,60,33,331.337315
6,15,33,385.9368134
6,30,33,365.7587329
6,45,33,358.1923827
6,60,33,331.2859992
7,15,33,371.836098
7,30,33,369.7286049
7,45,33,371.2575415
7,60,33,348.0670733
8,15,33,353.7622426
8,30,33,350.7147226
8,45,33,394.9772455
8,60,33,352.2849942
9,15,33,362.4948354
9,30,33,351.1433469
9,45,33,380.6239548
9,60,33,365.5142179
10,15,33,366.9069731
10,30,33,381.093245
10,45,33,376.7686352
10,60,33,378.5813047
11,15,33,330.8020349
11,30,33,369.3152482
11,45,33,381.5330943
11,60,33,371.4444036
12,15,33,380.4777162
12,30,33,400.4388544
12,45,33,386.1543637
12,60,33,347.3284485
13,15,33,352.1265073
13,30,33,363.721482
13,45,33,355.1957844
13,60,33,364.422589
14,15,33,385.819206
14,30,33,357.0165413
14,45,33,361.0314644
14,60,33,361.9890954
15,15,33,376.7569443
15,30,33,382.6880708
15,45,33,363.2682985
15,60,33,360.5243784
16,15,33,380.9979448
16,30,33,377.5551605
16,45,33,373.7065854
16,60,33,419.1826732
17,15,33,366.2339414
17,30,33,371.3016707
17,45,33,364.3475977
17,60,33,375.8058133
18,15,33,357.1207632
18,30,33,382.2111594
18,45,33,395.6574036
18,60,33,367.1111657
19,15,33,364.5965243
19,30,33,356.4910713
19,45,33,357.9625927
19,60,33,337.8281399
20,15,33,364.8356028
20,30,33,351.2873976
20,45,33,386.2739428
20,60,33,368.2661262
21,15,33,366.614248
21,30,33,388.6093035
21,45,33,336.6476361
21,60,33,371.111437
22,15,33,348.3971316
22,30,33,355.1830468
22,45,33,369.9456757
22,60,33,380.3120358
23,15,33,352.0194911
23,30,33,374.7700368
23,45,33,389.5891606
23,60,33,351.7173047
24,15,33,349.4739528
24,30,33,365.5234805
24,45,33,375.9775287
24,60,33,365.7395422
1,15,34,352.3517313
1,30,34,367.5999652
1,45,34,369.104714
1,60,34,358.4375232
2,15,34,347.3725829
2,30,34,372.8418098
2,45,34,365.9947409
2,60,34,359.7729253
3,15,34,355.3816425
3,30,34,357.52468
3,45,34,351.5190478
3,60,34,348.688675
4,15,34,386.4301132
4,30,34,361.7623349
4,45,34,337.4107557
4,60,34,357.7224967
5,15,34,383.0734914
5,30,34,356.9054195
5,45,34,394.8100177
5,60,34,352.9542774
6,15,34,353.3888496
6,30,34,348.8026067
6,45,34,384.7670365
6,60,34,356.2186637
7,15,34,372.5462401
7,30,34,338.7351934
7,45,34,356.3403028
7,60,34,376.5066285
8,15,34,344.7548258
8,30,34,366.5355307
8,45,34,374.6923561
8,60,34,394.8281727
9,15,34,376.209597
9,30,34,381.2125343
9,45,34,359.9158457
9,60,34,356.2397629
10,15,34,366.6394682
10,30,34,351.0913075
10,45,34,384.0834147
10,60,34,378.4153169
11,15,34,381.4710533
11,30,34,386.354035
11,45,34,363.9483739
11,60,34,356.2669309
12,15,34,374.3196057
12,30,34,384.5725802
12,45,34,379.766662
12,60,34,381.1940824
13,15,34,390.3703552
13,30,34,370.5496822
13,45,34,385.4260668
13,60,34,365.5210842
14,15,34,378.6391208
14,30,34,342.7383593
14,45,34,390.9592761
14,60,34,336.659776
15,15,34,369.0815975
15,30,34,360.0475438
15,45,34,346.7424508
15,60,34,371.2124771
16,15,34,371.1538189
16,30,34,388.8164972
16,45,34,367.9554461
16,60,34,375.1707726
17,15,34,369.6943503
17,30,34,389.7407763
17,45,34,384.222169
17,60,34,365.8893922
18,15,34,367.7503425
18,30,34,394.8442877
18,45,34,361.7948389
18,60,34,379.7603368
19,15,34,351.3363322
19,30,34,353.2419437
19,45,34,379.8387528
19,60,34,376.3277552
20,15,34,383.0359705
20,30,34,355.349657
20,45,34,382.3794868
20,60,34,368.5294233
21,15,34,364.9378492
21,30,34,393.3663113
21,45,34,389.2394183
21,60,34,328.8648482
22,15,34,371.5507271
22,30,34,351.7965459
22,45,34,360.8113495
22,60,34,355.3323505
23,15,34,392.3076944
23,30,34,386.0313181
23,45,34,374.8049425
23,60,34,377.2299464
24,15,34,373.2151339
24,30,34,376.9118179
24,45,34,369.8286104
24,60,34,362.7928912
1,15,35,374.0264718
1,30,35,360.6419514
1,45,35,359.2591591
1,60,35,361.2993801
2,15,35,364.2723091
2,30,35,365.8464392
2,45,35,407.1604942
2,60,35,345.6905111
3,15,35,348.1704426
3,30,35,369.74298
3,45,35,364.8864901
3,60,35,353.7624343
4,15,35,371.0677792
4,30,35,378.0414613
4,45,35,346.8285783
4,60,35,359.0382164
5,15,35,344.6319717
5,30,35,367.0831667
5,45,35,368.3963945
5,60,35,376.8887481
6,15,35,347.9311621
6,30,35,370.5849502
6,45,35,363.3690439
6,60,35,388.5012814
7,15,35,370.7364545
7,30,35,356.9212946
7,45,35,361.9673792
7,60,35,356.937072
8,15,35,389.2717782
8,30,35,357.3482981
8,45,35,339.4111037
8,60,35,362.4206517
9,15,35,384.4341508
9,30,35,376.573075
9,45,35,368.4010611
9,60,35,394.9420882
10,15,35,356.0941631
10,30,35,369.9554244
10,45,35,351.4430854
10,60,35,352.8168064
11,15,35,360.0781585
11,30,35,376.3164918
11,45,35,399.3410548
11,60,35,378.7936764
12,15,35,348.181462
12,30,35,362.3566046
12,45,35,356.6387664
12,60,35,360.9195215
13,15,35,385.0353975
13,30,35,371.8929572
13,45,35,381.9470722
13,60,35,375.5935073
14,15,35,352.7354542
14,30,35,380.9524915
14,45,35,343.609143
14,60,35,378.8075537
15,15,35,375.5310646
15,30,35,383.7290207
15,45,35,342.4738264
15,60,35,362.3814771
16,15,35,366.0082369
16,30,35,367.3577531
16,45,35,380.0609576
16,60,35,377.1853642
17,15,35,376.3884982
17,30,35,368.6375425
17,45,35,393.1512903
17,60,35,360.3931549
18,15,35,367.37079
18,30,35,356.2745482
18,45,35,364.7077848
18,60,35,377.5928717
19,15,35,345.6234143
19,30,35,368.8405339
19,45,35,353.6860232
19,60,35,378.6208546
20,15,35,333.5416928
20,30,35,333.7030686
20,45,35,392.3046851
20,60,35,363.2689936
21,15,35,333.494451
21,30,35,338.1129291
21,45,35,364.292092
21,60,35,370.7469103
22,15,35,371.2406217
22,30,35,383.1816551
22,45,35,371.1652527
22,60,35,364.5120726
23,15,35,382.8667794
23,30,35,399.4185855
23,45,35,366.1519701
23,60,35,361.7776174
24,15,35,382.7148388
24,30,35,357.4117219
24,45,35,341.4369853
24,60,35,363.9717929
1,15,36,369.7299706
1,30,36,368.1016319
1,45,36,347.4119417
1,60,36,355.9430735
2,15,36,354.5917789
